CountryKey,NOC,Country,Gold,Silver,Bronze,Total,SourceFile,Year,country_full,region,population,area_(sq._mi.),pop._density_(per_sq._mi.),coastline_(coast_area_ratio),net_migration,infant_mortality_(per_1000_births),gdp_($_per_capita),literacy_(percent),phones_(per_1000),arable_(percent),crops_(percent),other_(percent),climate,birthrate,deathrate,agriculture,industry,service
AFGHANISTAN,AFG,AFG,0,0,1,1,London 2012 Olympics Nations Medals.csv,2012,Afghanistan,ASIA (EX. NEAR EAST),31056997,647500,48,0,23.06,163.07,700,36,3.2,12.13,0.22,87.65,1,46.6,20.34,0.38,0.24,0.38
,AIN,AIN,1,3,1,5,Paris 2024 Olympics_Nations Medals.csv,2024,,,,,,,,,,,,,,,,,,,,
ALBANIA,ALB,ALB,0,0,2,2,Paris 2024 Olympics_Nations Medals.csv,2024,Albania,EASTERN EUROPE,3581655,28748,124.6,1.26,-4.93,21.52,4500,86.5,71.2,21.09,4.42,74.49,3,15.11,5.22,0.232,0.188,0.579
ALGERIA,ALG,ALG,2,0,1,3,Atlanta 1996 Olympics Nations Medals.csv,1996,Algeria,NORTHERN AFRICA,32930091,2381740,13.8,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298
ALGERIA,ALG,ALG,1,1,3,5,Sydney 2000 Olympics Nations Medals.csv,2000,Algeria,NORTHERN AFRICA,32930091,2381740,13.8,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298
ALGERIA,ALG,ALG,1,0,0,1,London 2012 Olympics Nations Medals.csv,2012,Algeria,NORTHERN AFRICA,32930091,2381740,13.8,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298
ALGERIA,ALG,ALG,0,2,0,2,Rio 2016 Olympics Nations Medals.csv,2016,Algeria,NORTHERN AFRICA,32930091,2381740,13.8,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298
ALGERIA,ALG,ALG,2,0,1,3,Paris 2024 Olympics_Nations Medals.csv,2024,Algeria,NORTHERN AFRICA,32930091,2381740,13.8,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298
ARGENTINA,ARG,ARG,0,2,1,3,Atlanta 1996 Olympics Nations Medals.csv,1996,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,0,2,2,4,Sydney 2000 Olympics Nations Medals.csv,2000,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,2,0,4,6,Athens 2004 Olympics Nations Medals.csv,2004,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,1,1,2,4,London 2012 Olympics Nations Medals.csv,2012,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,3,1,0,4,Rio 2016 Olympics Nations Medals.csv,2016,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,0,1,2,3,Tokyo 2020 Olympics Nations Medals.csv,2020,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARGENTINA,ARG,ARG,1,1,1,3,Paris 2024 Olympics_Nations Medals.csv,2024,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.4,0.18,0.61,15.18,11200,97.1,220.4,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547
ARMENIA,ARM,ARM,1,1,0,2,Atlanta 1996 Olympics Nations Medals.csv,1996,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
ARMENIA,ARM,ARM,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
ARMENIA,ARM,ARM,0,1,1,2,London 2012 Olympics Nations Medals.csv,2012,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
ARMENIA,ARM,ARM,1,3,0,4,Rio 2016 Olympics Nations Medals.csv,2016,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
ARMENIA,ARM,ARM,0,2,2,4,Tokyo 2020 Olympics Nations Medals.csv,2020,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
ARMENIA,ARM,ARM,0,3,1,4,Paris 2024 Olympics_Nations Medals.csv,2024,Armenia,C.W. OF IND. STATES,2976372,29800,99.9,0,-6.47,23.28,3500,98.6,195.7,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418
AUSTRALIA,AUS,AUS,0,0,1,1,Lillehammer 1994 Olympics Nations Medals.csv,1994,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,9,9,23,41,Atlanta 1996 Olympics Nations Medals.csv,1996,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,0,0,1,1,Nagano 1998 Olympics Nations Medals.csv,1998,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,16,25,17,58,Sydney 2000 Olympics Nations Medals.csv,2000,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,2,0,0,2,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,17,16,17,50,Athens 2004 Olympics Nations Medals.csv,2004,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,1,0,1,2,Torino 2006 Olympics Nations Medals.csv,2006,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,2,1,0,3,Vancouver 2010 Olympics Nations Medals.csv,2010,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,8,15,12,35,London 2012 Olympics Nations Medals.csv,2012,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,0,2,1,3,Sochi 2014 Olympics Nations Medals.csv,2014,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,8,11,10,29,Rio 2016 Olympics Nations Medals.csv,2016,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,0,2,1,3,PyeongChang 2018 Olympics Nations Medals.csv,2018,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,17,7,22,46,Tokyo 2020 Olympics Nations Medals.csv,2020,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,1,2,1,4,beijing_2022_Olympics_Nations_Medals.csv,2022,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRALIA,AUS,AUS,18,19,16,53,Paris 2024 Olympics_Nations Medals.csv,2024,Australia,OCEANIA,20264082,7686850,2.6,0.34,3.98,4.69,29000,100,565.5,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7
AUSTRIA,AUT,AUT,2,3,4,9,Lillehammer 1994 Olympics Nations Medals.csv,1994,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,0,1,2,3,Atlanta 1996 Olympics Nations Medals.csv,1996,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,3,5,9,17,Nagano 1998 Olympics Nations Medals.csv,1998,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,2,1,0,3,Sydney 2000 Olympics Nations Medals.csv,2000,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,3,4,10,17,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,2,4,1,7,Athens 2004 Olympics Nations Medals.csv,2004,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,9,7,7,23,Torino 2006 Olympics Nations Medals.csv,2006,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,4,6,6,16,Vancouver 2010 Olympics Nations Medals.csv,2010,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,4,8,5,17,Sochi 2014 Olympics Nations Medals.csv,2014,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,0,0,1,1,Rio 2016 Olympics Nations Medals.csv,2016,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,5,3,6,14,PyeongChang 2018 Olympics Nations Medals.csv,2018,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,1,1,5,7,Tokyo 2020 Olympics Nations Medals.csv,2020,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,7,7,4,18,beijing_2022_Olympics_Nations_Medals.csv,2022,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AUSTRIA,AUT,AUT,2,0,3,5,Paris 2024 Olympics_Nations Medals.csv,2024,Austria,WESTERN EUROPE,8192880,83870,97.7,0,2,4.66,30000,98,452.2,16.91,0.86,82.23,3,8.74,9.76,0.018,0.304,0.678
AZERBAIJAN,AZE,AZE,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,2,0,1,3,Sydney 2000 Olympics Nations Medals.csv,2000,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,1,0,4,5,Athens 2004 Olympics Nations Medals.csv,2004,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,2,2,5,9,London 2012 Olympics Nations Medals.csv,2012,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,1,7,10,18,Rio 2016 Olympics Nations Medals.csv,2016,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,0,3,4,7,Tokyo 2020 Olympics Nations Medals.csv,2020,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
AZERBAIJAN,AZE,AZE,2,2,3,7,Paris 2024 Olympics_Nations Medals.csv,2024,Azerbaijan,C.W. OF IND. STATES,7961619,86600,91.9,0,-4.9,81.74,3400,97,137.1,19.63,2.71,77.66,1,20.74,9.75,0.141,0.457,0.402
BAHAMAS,BAH,BAH,0,1,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,,,,,,,,,,,,,,,,,,,,
BAHAMAS,BAH,BAH,2,0,1,3,Sydney 2000 Olympics Nations Medals.csv,2000,,,,,,,,,,,,,,,,,,,,
BAHAMAS,BAH,BAH,1,0,1,2,Athens 2004 Olympics Nations Medals.csv,2004,,,,,,,,,,,,,,,,,,,,
BAHAMAS,BAH,BAH,1,0,0,1,London 2012 Olympics Nations Medals.csv,2012,,,,,,,,,,,,,,,,,,,,
BAHAMAS,BAH,BAH,1,0,1,2,Rio 2016 Olympics Nations Medals.csv,2016,,,,,,,,,,,,,,,,,,,,
BAHAMAS,BAH,BAH,2,0,0,2,Tokyo 2020 Olympics Nations Medals.csv,2020,,,,,,,,,,,,,,,,,,,,
BARBADOS,BAR,BAR,0,0,1,1,Sydney 2000 Olympics Nations Medals.csv,2000,Barbados,LATIN AMER. & CARIB,279912,431,649.5,22.51,-0.31,12.5,15700,97.4,481.9,37.21,2.33,60.46,2,12.71,8.67,0.06,0.16,0.78
BURUNDI,BDI,BDI,1,0,0,1,Atlanta 1996 Olympics Nations Medals.csv,1996,Burundi,SUB-SAHARAN AFRICA,8090068,27830,290.7,0,-0.06,69.29,600,51.6,3.4,35.05,14.02,50.93,2,42.22,13.46,0.463,0.203,0.334
BURUNDI,BDI,BDI,0,1,0,1,Rio 2016 Olympics Nations Medals.csv,2016,Burundi,SUB-SAHARAN AFRICA,8090068,27830,290.7,0,-0.06,69.29,600,51.6,3.4,35.05,14.02,50.93,2,42.22,13.46,0.463,0.203,0.334
BELGIUM,BEL,BEL,2,2,2,6,Atlanta 1996 Olympics Nations Medals.csv,1996,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,0,0,1,1,Nagano 1998 Olympics Nations Medals.csv,1998,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,0,2,3,5,Sydney 2000 Olympics Nations Medals.csv,2000,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,1,0,2,3,Athens 2004 Olympics Nations Medals.csv,2004,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,0,1,2,3,London 2012 Olympics Nations Medals.csv,2012,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,2,2,2,6,Rio 2016 Olympics Nations Medals.csv,2016,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,0,1,0,1,PyeongChang 2018 Olympics Nations Medals.csv,2018,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,3,1,3,7,Tokyo 2020 Olympics Nations Medals.csv,2020,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,0,1,0,1,beijing_2022_Olympics_Nations_Medals.csv,2022,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BELGIUM,BEL,BEL,3,1,6,10,Paris 2024 Olympics_Nations Medals.csv,2024,Belgium,WESTERN EUROPE,10379067,30528,340,0.22,1.23,4.68,29100,98,462.6,23.28,0.4,76.32,3,10.38,10.27,0.01,0.24,0.749
BERMUDA,BER,BER,1,0,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Bermuda,NORTHERN AMERICA,65773,53,1241,194.34,2.49,8.53,36000,98,851.4,20,0,80,2,11.4,7.74,0.01,0.1,0.89
BELARUS,BLR,BLR,0,2,0,2,Lillehammer 1994 Olympics Nations Medals.csv,1994,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,1,6,8,15,Atlanta 1996 Olympics Nations Medals.csv,1996,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,0,0,2,2,Nagano 1998 Olympics Nations Medals.csv,1998,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,3,3,11,17,Sydney 2000 Olympics Nations Medals.csv,2000,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,0,0,1,1,SaltLakeCity 2002 Olympics Nations Medals.csv,2002,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,2,5,7,14,Athens 2004 Olympics Nations Medals.csv,2004,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,0,1,0,1,Torino 2006 Olympics Nations Medals.csv,2006,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,1,1,1,3,Vancouver 2010 Olympics Nations Medals.csv,2010,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,2,5,3,10,London 2012 Olympics Nations Medals.csv,2012,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,5,0,1,6,Sochi 2014 Olympics Nations Medals.csv,2014,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,1,4,4,9,Rio 2016 Olympics Nations Medals.csv,2016,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,2,1,0,3,PyeongChang 2018 Olympics Nations Medals.csv,2018,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,1,3,3,7,Tokyo 2020 Olympics Nations Medals.csv,2020,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BELARUS,BLR,BLR,0,2,0,2,beijing_2022_Olympics_Nations_Medals.csv,2022,Belarus,C.W. OF IND. STATES,10293011,207600,49.6,0,2.54,13.37,6100,99.6,319.1,29.55,0.6,69.85,4,11.16,14.02,0.093,0.316,0.591
BOTSWANA,BOT,BOT,0,1,0,1,London 2012 Olympics Nations Medals.csv,2012,Botswana,SUB-SAHARAN AFRICA,1639833,600370,2.7,0,0,54.58,9000,79.8,80.5,0.65,0.01,99.34,1,23.08,29.5,0.024,0.469,0.507
BOTSWANA,BOT,BOT,0,0,1,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Botswana,SUB-SAHARAN AFRICA,1639833,600370,2.7,0,0,54.58,9000,79.8,80.5,0.65,0.01,99.34,1,23.08,29.5,0.024,0.469,0.507
BOTSWANA,BOT,BOT,1,1,0,2,Paris 2024 Olympics_Nations Medals.csv,2024,Botswana,SUB-SAHARAN AFRICA,1639833,600370,2.7,0,0,54.58,9000,79.8,80.5,0.65,0.01,99.34,1,23.08,29.5,0.024,0.469,0.507
BRAZIL,BRA,BRA,3,3,9,15,Atlanta 1996 Olympics Nations Medals.csv,1996,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,0,6,6,12,Sydney 2000 Olympics Nations Medals.csv,2000,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,5,2,3,10,Athens 2004 Olympics Nations Medals.csv,2004,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,3,5,9,17,London 2012 Olympics Nations Medals.csv,2012,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,7,6,6,19,Rio 2016 Olympics Nations Medals.csv,2016,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,7,6,8,21,Tokyo 2020 Olympics Nations Medals.csv,2020,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BRAZIL,BRA,BRA,3,7,10,20,Paris 2024 Olympics_Nations Medals.csv,2024,Brazil,LATIN AMER. & CARIB,188078227,8511965,22.1,0.09,-0.03,29.61,7600,86.4,225.3,6.96,0.9,92.15,2,16.56,6.17,0.084,0.4,0.516
BAHRAIN,BRN,BRN,1,0,0,1,London 2012 Olympics Nations Medals.csv,2012,Bahrain,NEAR EAST,698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608
BAHRAIN,BRN,BRN,1,1,0,2,Rio 2016 Olympics Nations Medals.csv,2016,Bahrain,NEAR EAST,698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608
BAHRAIN,BRN,BRN,0,1,0,1,Tokyo 2020 Olympics Nations Medals.csv,2020,Bahrain,NEAR EAST,698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608
BAHRAIN,BRN,BRN,2,1,1,4,Paris 2024 Olympics_Nations Medals.csv,2024,Bahrain,NEAR EAST,698585,665,1050.5,24.21,1.05,17.27,16900,89.1,281.3,2.82,5.63,91.55,1,17.8,4.14,0.005,0.387,0.608
BULGARIA,BUL,BUL,3,7,5,15,Atlanta 1996 Olympics Nations Medals.csv,1996,Bulgaria,EASTERN EUROPE,7385367,110910,66.6,0.32,-4.58,20.55,7600,98.6,336.3,40.02,1.92,58.06,3,9.65,14.27,0.093,0.304,0.603
BULGARIA,BUL,BUL,1,0,0,1,Nagano 1998 Olympics Nations Medals.csv,1998,Bulgaria,EASTERN EUROPE,7385367,110910,66.6,0.32,-4.58,20.55,7600,98.6,336.3,40.02,1.92,58.06,3,9.65,14.27,0.093,0.304,0.603
BULGARIA,BUL,BUL,5,6,2,13,Sydney 2000 Olympics Nations Medals.csv,2000,Bulgaria,EASTERN EUROPE,7385367,110910,66.6,0.32,-4.58,20.55,7600,98.6,336.3,40.02,1.92,58.06,3,9.65,14.27,0.093,0.304,0.603
